#{"t_start": 1738834935.969541, "env_id": "PongNoFrameskip-v4"}
r,l,t
21.0,10373,8784.470373
20.0,7876,8848.045653
20.0,6914,8901.1763
21.0,7907,8974.520358
21.0,7907,9050.121982
21.0,10373,9113.049914
19.0,11262,9208.745309
20.0,7240,9277.96477
20.0,6914,9312.505723
19.0,15150,9454.470339
21.0,10373,9540.373461
19.0,8644,9614.912925
17.0,16101,9750.793229
21.0,7907,9823.646853
20.0,8270,9896.795123
19.0,7354,9931.338302
20.0,6536,10002.887519
18.0,11426,10098.892472
21.0,7907,10157.904043
18.0,15964,10297.140951
21.0,7907,10330.652479
21.0,6610,10395.963646
21.0,10373,10483.584071
21.0,7907,10537.678201
20.0,15294,10637.744726
19.0,7768,10700.943725
21.0,7907,10765.958996
20.0,6268,10816.924593
21.0,15110,10912.383474
20.0,6268,10970.847979
21.0,7907,11034.370314
21.0,6610,11065.367276
21.0,15118,11182.649712
21.0,15118,11297.2943
21.0,15126,11401.885616
21.0,7907,11454.31794
21.0,6610,11516.016059
21.0,15110,11629.907274
21.0,6878,11670.013386
21.0,7907,11723.14085
21.0,6878,11783.565834
21.0,6610,11834.437449
21.0,6610,11873.759343
21.0,15110,11989.499513
21.0,10373,12055.920677
21.0,6610,12106.82704
21.0,7907,12169.509339
20.0,8030,12232.274611
21.0,7907,12285.478209
21.0,7907,12348.681325
19.0,11314,12417.618834
21.0,10373,12504.768067
19.0,7214,12556.577212
18.0,11527,12646.72807
21.0,7907,12688.859848
21.0,6610,12739.461124
21.0,7907,12801.497563
21.0,6610,12852.518311
21.0,7907,12914.525435
20.0,6752,12953.379461
21.0,7907,13006.082238
20.0,7840,13067.969089
21.0,15118,13182.840585
21.0,15110,13276.476501
21.0,6610,13337.526257
20.0,7226,13389.763238
20.0,8945,13452.204997
21.0,6610,13512.716329
21.0,7907,13544.432109
19.0,14980,13657.132565
21.0,6610,13715.016978
21.0,6610,13754.780965
21.0,6610,13805.334652
21.0,6878,13865.122739
21.0,10373,13921.00602
21.0,6878,13981.615842
21.0,6610,14020.670553
21.0,6878,14071.524146
21.0,6610,14133.588392
21.0,10373,14189.774033
21.0,14734,14313.593648
21.0,6878,14344.053832
21.0,6610,14405.792715
21.0,6610,14456.11219
21.0,10373,14521.01873
21.0,6610,14583.725793
21.0,10373,14639.395711
20.0,14437,14760.935259
19.0,11314,14838.676183
21.0,7907,14899.412569
21.0,7907,14939.370699
21.0,10373,15024.4994
21.0,12170,15113.230683
21.0,7907,15165.609445
21.0,7907,15227.568939
21.0,7907,15280.147683
20.0,13753,15381.115385
17.0,11802,15460.080003
20.0,8270,15523.072609
20.0,12422,15611.233098
21.0,6610,15671.037078
21.0,10373,15727.198752
21.0,11350,15815.426012
21.0,7907,15877.891364
21.0,7907,15942.07183
21.0,7907,15994.740584
19.0,7924,16056.822637
21.0,10373,16125.632021
21.0,7907,16178.091778
21.0,6610,16237.616658
21.0,10373,16301.741983
21.0,11734,16390.520406
21.0,6610,16441.245377
21.0,10373,16510.250149
17.0,7100,16569.455611
21.0,7907,16621.755161
21.0,6610,16662.188481
21.0,6610,16713.026231
21.0,6610,16773.386517
21.0,6610,16803.669206
20.0,12265,16892.713844
21.0,6610,16952.463925
18.0,14299,17046.493834
21.0,10373,17131.985482
21.0,6610,17182.547579
21.0,7907,17222.808032
21.0,7907,17285.829743
19.0,10777,17362.814314
21.0,10373,17449.030224
21.0,7907,17490.331118
21.0,10373,17577.516547
21.0,11037,17664.493924
21.0,6610,17694.396078
19.0,12606,17782.861726
21.0,7907,17845.088546
21.0,6610,17895.503484
21.0,6610,17956.525365
21.0,7907,17988.426858
21.0,7907,18050.761621
21.0,10373,18138.184147
21.0,7907,18199.733835
21.0,7907,18251.944188
21.0,7907,18314.03461
21.0,6610,18344.034089
21.0,7907,18405.732132
