#{"t_start": 1738834936.113117, "env_id": "PongNoFrameskip-v4"}
r,l,t
20.0,8270,7652.170957
20.0,15414,7772.464492
21.0,7907,7833.574775
20.0,6972,7875.549823
21.0,6610,7927.408332
21.0,7907,7989.510129
21.0,7907,8044.229297
19.0,9358,8116.778245
19.0,10254,8208.218782
21.0,6610,8255.470099
19.0,11546,8338.802727
21.0,6610,8401.360599
18.0,13790,8501.700611
20.0,15555,8622.331538
21.0,6610,8685.380554
21.0,7907,8729.940024
21.0,6610,8783.120551
19.0,12098,8874.526137
21.0,15110,9002.901333
20.0,15427,9114.813372
21.0,10373,9208.798045
19.0,10926,9307.208588
21.0,7907,9377.884651
21.0,7907,9412.763097
20.0,15054,9557.198154
21.0,7907,9617.365173
20.0,15276,9751.807052
21.0,6610,9799.962561
20.0,8287,9872.616288
17.0,10015,9958.154987
20.0,10698,10034.192913
21.0,7907,10102.996255
19.0,7654,10177.720916
21.0,6610,10231.035768
21.0,15598,10353.142452
20.0,10690,10423.96072
21.0,7907,10487.052317
21.0,15110,10608.354325
21.0,7907,10672.0016
20.0,12588,10764.343312
20.0,15555,10882.086435
21.0,7907,10942.898202
21.0,10373,10999.798973
21.0,6610,11061.352787
21.0,7907,11116.560004
21.0,6610,11157.323495
21.0,10137,11243.949063
21.0,7907,11296.597636
21.0,6610,11339.296108
21.0,7907,11400.235516
21.0,10373,11476.812066
21.0,6610,11518.000679
21.0,7907,11579.853322
21.0,7907,11632.913059
21.0,7907,11695.110683
19.0,11560,11783.241711
21.0,6610,11813.649307
21.0,10373,11899.438491
21.0,7907,11963.449899
21.0,7907,12016.360223
21.0,15110,12140.818298
21.0,15110,12234.799777
21.0,7907,12287.894922
21.0,6610,12349.126639
21.0,6610,12390.473186
21.0,10373,12467.61958
20.0,10685,12555.14148
21.0,6610,12596.740664
19.0,10949,12684.683042
21.0,7907,12737.243213
20.0,10145,12802.558888
18.0,16172,12918.124138
21.0,7907,12979.076539
21.0,15118,13092.87589
21.0,6610,13133.666975
21.0,6610,13184.302049
21.0,6610,13244.952895
20.0,8030,13297.89269
21.0,7907,13340.244345
20.0,6972,13401.083567
21.0,10373,13476.995728
21.0,7907,13539.236538
21.0,7907,13600.70184
20.0,9185,13654.926899
21.0,6610,13692.451871
21.0,7907,13754.453175
21.0,10381,13830.964523
20.0,10556,13896.027668
21.0,10373,13982.176122
21.0,6610,14041.71651
21.0,6610,14071.675495
20.0,7868,14135.580903
21.0,6610,14186.230114
20.0,6910,14226.669912
21.0,7907,14278.918164
21.0,7907,14342.11879
21.0,14734,14456.375373
21.0,15110,14548.398665
21.0,10373,14636.966459
21.0,7907,14699.1843
21.0,7907,14760.508449
21.0,7907,14812.895682
21.0,6610,14851.084515
19.0,15342,14963.352372
21.0,7907,15024.454119
19.0,13363,15114.988876
21.0,10373,15191.612944
19.0,9768,15256.052271
21.0,7907,15318.642648
20.0,11602,15406.689285
21.0,10373,15472.666513
21.0,6610,15523.462748
21.0,7907,15584.733443
21.0,7907,15636.843206
21.0,6610,15696.832299
21.0,10373,15763.242917
21.0,6610,15813.781254
21.0,10373,15879.816232
21.0,7907,15944.174576
20.0,12593,16033.534937
20.0,8270,16086.625625
21.0,7907,16151.87076
21.0,6610,16211.280922
18.0,11211,16268.334815
20.0,12044,16355.567781
21.0,11726,16444.547543
21.0,7907,16509.977856
21.0,6610,16568.462378
21.0,10373,16624.313846
20.0,11602,16713.280361
21.0,11726,16801.754353
21.0,7907,16863.862179
20.0,6958,16915.229269
21.0,7907,16977.155899
20.0,10258,17044.404847
21.0,6610,17095.22288
21.0,6610,17133.937644
21.0,7907,17194.611698
21.0,7907,17247.345137
21.0,6610,17308.235638
21.0,6610,17338.298469
21.0,6610,17398.291698
20.0,8270,17451.461297
21.0,7907,17513.297293
18.0,11246,17601.625218
21.0,7907,17663.726506
21.0,10373,17719.537903
21.0,7907,17780.750308
18.0,10950,17867.851518
21.0,6610,17897.849726
21.0,6610,17958.84459
21.0,6878,18019.56982
19.0,12971,18111.030964
21.0,10373,18166.673884
20.0,6648,18226.377342
21.0,7907,18288.660194
21.0,11350,18366.31882
21.0,7907,18427.831625
