#{"t_start": 1738834935.9117, "env_id": "PongNoFrameskip-v4"}
r,l,t
21.0,10373,15053.840111
21.0,7907,15115.767824
21.0,6878,15166.591517
20.0,10690,15253.012944
19.0,12741,15342.922875
20.0,10690,15409.379634
19.0,6616,15460.052647
20.0,10633,15546.966261
20.0,12310,15634.840058
21.0,6878,15674.66439
21.0,10373,15761.628376
21.0,7907,15814.051245
21.0,11350,15881.510201
21.0,10373,15970.007564
21.0,10373,16056.180605
19.0,21030,16210.850825
21.0,6610,16241.023054
21.0,11350,16326.978513
21.0,11726,16415.902628
21.0,10373,16484.945152
21.0,6610,16535.642734
21.0,7907,16595.843868
20.0,13346,16686.962857
21.0,11350,16775.01314
21.0,11350,16862.743093
21.0,7907,16915.495913
21.0,10373,16981.124688
21.0,11726,17070.920361
20.0,10690,17156.710313
21.0,10373,17221.139726
21.0,10373,17308.197807
21.0,6878,17338.677884
21.0,7907,17400.566293
21.0,6610,17451.305075
21.0,10373,17516.694727
21.0,10373,17603.694316
21.0,7907,17665.816929
21.0,7907,17718.06837
21.0,7146,17778.120195
21.0,11350,17845.352377
21.0,7907,17897.641201
21.0,10373,17984.610121
20.0,11490,18072.589984
21.0,10373,18139.52425
21.0,11350,18226.3307
21.0,7907,18288.621316
21.0,6610,18318.455358
21.0,11350,18405.576475
