#{"t_start": 1738834935.998278, "env_id": "PongNoFrameskip-v4"}
r,l,t
18.0,11261,5191.641755
17.0,14462,5315.424012
20.0,8961,5378.67473
20.0,8030,5431.882088
17.0,9476,5499.449157
18.0,11725,5591.819537
19.0,10748,5657.929869
21.0,7907,5710.578494
19.0,10950,5799.001159
18.0,10558,5887.429505
14.0,12654,5981.37718
18.0,11788,6073.663514
20.0,6268,6114.347827
17.0,8496,6170.169012
20.0,6268,6232.196861
20.0,8450,6286.261011
19.0,13034,6380.007585
21.0,7907,6442.287413
21.0,10373,6508.070992
21.0,7907,6571.231371
18.0,11221,6650.853137
19.0,8574,6715.088083
17.0,10570,6804.502028
21.0,7907,6868.960376
21.0,6640,6900.430607
21.0,7975,6961.384169
20.0,9262,7016.67828
17.0,8732,7100.619878
20.0,6972,7142.798946
18.0,10966,7234.108576
20.0,15010,7348.814011
21.0,7907,7402.251991
18.0,15662,7508.581085
20.0,7868,7561.976266
20.0,8764,7627.427128
21.0,10493,7719.259864
20.0,8270,7781.382423
20.0,8772,7835.819187
18.0,8006,7900.575429
19.0,11794,7989.287209
20.0,15599,8114.043262
20.0,7230,8179.369439
20.0,8945,8235.884426
15.0,11878,8335.388234
21.0,6610,8376.894686
20.0,6958,8430.251852
21.0,6610,8477.110403
17.0,8743,8565.648822
21.0,10373,8624.091261
20.0,9998,8713.833345
19.0,14452,8811.171704
21.0,7907,8874.961753
21.0,7907,8947.420133
21.0,7907,9004.501595
21.0,6610,9055.994864
21.0,7907,9114.878393
21.0,7907,9182.70507
20.0,8270,9252.852884
21.0,7907,9311.824678
21.0,7907,9382.541289
18.0,11020,9482.611531
20.0,6752,9539.997806
21.0,7907,9590.350512
19.0,6884,9664.011379
20.0,6648,9720.926507
21.0,15110,9829.631593
20.0,8270,9902.649783
21.0,6372,9959.321697
19.0,8122,10031.379789
21.0,7907,10100.024028
21.0,6610,10157.051496
21.0,7907,10207.137314
21.0,7907,10275.24428
21.0,7907,10329.529061
21.0,7907,10396.804798
20.0,10690,10484.885568
21.0,6878,10537.383084
20.0,6380,10581.717177
21.0,10373,10670.870815
21.0,7907,10723.632299
21.0,7907,10768.324004
18.0,11281,10858.222113
21.0,7907,10911.3003
21.0,10373,10996.859148
21.0,6610,11037.690209
21.0,6610,11089.439992
21.0,7907,11154.703359
21.0,6610,11184.745576
20.0,6384,11245.572679
21.0,15118,11362.327697
21.0,15118,11454.158777
21.0,7907,11517.752996
21.0,6610,11568.558304
21.0,7907,11630.706196
21.0,6372,11670.064264
18.0,16185,11785.747039
21.0,7907,11847.586022
21.0,6610,11898.195255
20.0,15803,12015.093393
21.0,10373,12081.529989
21.0,7907,12144.258267
18.0,11133,12232.192443
21.0,7907,12285.384978
21.0,15110,12390.840815
21.0,7975,12443.691207
21.0,6610,12504.762446
21.0,10373,12572.533087
20.0,10140,12649.472973
20.0,10556,12736.364888
19.0,13166,12826.763336
21.0,6610,12866.452631
21.0,6610,12917.273339
19.0,10478,13002.621327
21.0,10373,13068.238599
21.0,7907,13131.507228
21.0,10373,13208.317326
20.0,12348,13297.964059
20.0,11460,13366.347943
21.0,7907,13427.853144
17.0,10476,13514.23468
21.0,6610,13544.080462
20.0,15257,13664.810455
21.0,6610,13715.107463
21.0,7907,13777.290181
21.0,6610,13807.28986
21.0,10373,13892.535634
20.0,7226,13953.681156
21.0,6610,13983.702502
21.0,15110,14096.358771
21.0,7907,14160.573785
21.0,6610,14190.617313
21.0,14734,14314.457589
20.0,14634,14428.757377
20.0,8270,14481.458804
21.0,7907,14522.349335
20.0,11624,14612.627605
21.0,6610,14672.812569
21.0,7907,14725.0795
21.0,6610,14764.219838
21.0,7907,14816.539121
21.0,7907,14877.179029
21.0,12478,14964.78603
21.0,6610,15023.946715
18.0,12838,15113.667134
21.0,6878,15164.548899
21.0,6610,15204.084772
21.0,7907,15256.569789
21.0,7907,15319.100226
21.0,6610,15369.411975
21.0,7907,15431.968076
21.0,7907,15494.500311
20.0,6268,15524.052786
20.0,13789,15634.518523
21.0,6610,15673.955761
21.0,10373,15760.909434
21.0,11350,15828.404332
21.0,10373,15904.736188
20.0,13141,15997.28582
21.0,6878,16057.965569
19.0,12799,16150.825034
21.0,6610,16210.226489
20.0,12181,16289.306173
21.0,7907,16329.336905
19.0,9184,16414.658355
21.0,12102,16506.731912
21.0,6610,16536.938554
21.0,6610,16595.254712
21.0,10373,16661.555843
21.0,12102,16750.523364
21.0,7907,16803.33571
21.0,7907,16865.418604
21.0,6610,16916.257094
19.0,12321,17005.316951
21.0,7907,17068.960325
20.0,8225,17130.763071
21.0,10373,17194.972525
21.0,6610,17245.817416
21.0,11350,17334.054457
20.0,11132,17400.665382
21.0,7907,17453.257255
20.0,6268,17512.744713
21.0,10373,17579.396289
21.0,10373,17665.422361
21.0,11726,17752.479675
21.0,6610,17782.536376
21.0,7907,17844.773211
21.0,6610,17895.216669
21.0,6610,17935.752563
21.0,7907,17988.108377
21.0,10373,18074.495414
21.0,6610,18136.047621
19.0,12603,18224.605776
21.0,7907,18277.057525
21.0,11350,18344.083554
21.0,11350,18431.010358
