#{"t_start": 1738834935.9408052, "env_id": "PongNoFrameskip-v4"}
r,l,t
21.0,6610,14586.563867
21.0,6610,14636.693558
21.0,6610,14697.090944
21.0,6610,14726.832673
21.0,6610,14786.482522
19.0,13674,14875.938616
21.0,7907,14936.406151
21.0,6610,14986.864094
21.0,10373,15051.699676
21.0,7907,15113.592904
21.0,7907,15165.989802
19.0,10684,15252.40742
20.0,12181,15341.587501
21.0,11726,15409.479962
19.0,12603,15499.436944
21.0,6610,15549.813451
21.0,11350,15636.33524
17.0,14363,15738.507715
21.0,6878,15789.390495
21.0,6610,15850.077736
21.0,10373,15905.887118
19.0,6784,15968.759258
20.0,11910,16057.156208
21.0,7907,16122.329872
21.0,7907,16174.846344
20.0,11670,16241.743673
21.0,6610,16300.422004
21.0,6610,16350.777816
21.0,7907,16413.740737
21.0,10373,16482.780316
21.0,7907,16535.383521
21.0,11350,16621.067899
21.0,6610,16661.469777
21.0,7907,16714.216795
21.0,7907,16776.481337
21.0,11350,16864.218619
21.0,10373,16950.06244
21.0,7907,16982.620669
18.0,12058,17072.8945
21.0,7907,17134.171966
20.0,8945,17196.455754
21.0,7907,17249.152077
20.0,11602,17337.699404
21.0,7907,17399.60359
21.0,10373,17485.680675
21.0,6610,17515.760511
21.0,11726,17604.763472
21.0,7907,17666.882264
21.0,7907,17719.145277
21.0,11037,17805.505866
21.0,11350,17872.469135
21.0,6610,17933.400813
21.0,10373,18019.71602
21.0,10373,18075.787371
21.0,10373,18163.235459
21.0,7975,18224.713791
21.0,10373,18290.549856
21.0,7907,18342.719868
18.0,12956,18432.003725
