#{"t_start": 1738855629.708713, "env_id": "PongNoFrameskip-v4"}
r,l,t
20.0,6927,61778.296136
20.0,7041,62016.418406
21.0,6527,62214.279935
20.0,7001,62447.686409
20.0,7039,62684.538136
16.0,8697,62946.075769
20.0,6888,63181.910512
20.0,7001,63412.517852
16.0,8830,63714.865152
20.0,6667,63918.958773
20.0,6888,64149.866594
20.0,7044,64383.55724
20.0,7044,64577.935969
20.0,7002,64810.174381
20.0,6888,65034.603801
21.0,6527,65236.711773
20.0,7043,65460.23515
20.0,6927,65694.768745
20.0,7407,65930.10667
20.0,7001,66154.039304
20.0,6927,66387.833788
20.0,7001,66582.360077
21.0,6527,66812.637041
20.0,6828,67005.488248
20.0,6888,67237.969503
21.0,6787,67461.775192
15.0,9084,67764.763177
21.0,6527,67967.083373
21.0,6527,68162.772579
20.0,6888,68398.493316
17.0,7900,68661.587578
19.0,7385,69913.190458
20.0,6888,70140.259198
21.0,6527,70330.057606
20.0,7415,70562.222789
21.0,6527,70751.265878
21.0,6787,70979.106833
20.0,6927,71204.826664
16.0,8507,71466.324562
21.0,6527,71657.243841
19.0,7669,71921.884502
18.0,7382,72151.104553
20.0,7167,72374.682629
20.0,6888,72604.579106
20.0,6888,72825.788677
21.0,6787,73019.897938
19.0,7253,73240.555412
21.0,6527,73468.667183
20.0,6888,73663.777639
21.0,6527,73884.811916
16.0,8124,74147.115804
19.0,7253,74400.225688
21.0,6787,74602.41316
20.0,7169,74826.019486
20.0,7415,75058.558167
21.0,6527,75279.902078
21.0,6545,75479.066938
21.0,6787,75706.585652
21.0,6787,75895.64901
20.0,6888,76123.148676
21.0,6787,76345.678788
11.0,10428,76672.899038
18.0,7513,76904.517433
20.0,7039,77125.030972
21.0,6787,77327.315182
20.0,6888,77549.977498
21.0,6527,77778.421769
19.0,7661,78002.324152
20.0,7039,78233.879651
21.0,6787,78436.933399
21.0,6527,78662.740075
19.0,7012,78895.975588
21.0,6527,79083.891073
19.0,7373,79314.032967
21.0,6530,79532.410504
21.0,6527,79732.823423
21.0,6527,79928.133014
19.0,7737,80189.27677
19.0,8037,80452.922375
20.0,7001,80650.617649
19.0,7222,80882.032858
19.0,8145,81139.199806
