#{"t_start": 1738855629.857433, "env_id": "PongNoFrameskip-v4"}
r,l,t
-20.0,6537,30855.971244
20.0,6648,31052.570437
20.0,6927,31283.16666
14.0,8005,31537.61487
1.0,14508,32000.297581
14.0,8533,32257.658269
20.0,7090,32491.532838
16.0,7831,32748.356326
11.0,8826,33017.375068
-21.0,4376,33187.342322
20.0,7027,33416.22549
16.0,8424,33680.168534
21.0,6771,33871.042222
21.0,6787,34102.108577
7.0,9782,34432.954761
15.0,7887,34663.097209
3.0,13938,35123.123891
15.0,8035,35390.107696
9.0,9960,35689.239428
12.0,9368,35993.180941
3.0,12066,36385.944373
20.0,6648,36619.175116
19.0,7095,36855.130074
20.0,6667,37052.414313
19.0,7419,37288.174194
9.0,10393,37619.80088
-6.0,11762,38000.376243
-21.0,3728,38105.775907
17.0,7612,38362.798444
19.0,7119,38595.290963
21.0,6527,38789.977803
3.0,11440,39158.779169
21.0,6527,39393.909231
11.0,9230,39693.589527
17.0,7393,39920.387465
11.0,9207,40218.676066
13.0,9039,40519.508091
15.0,7815,40747.584467
20.0,7261,40979.456886
18.0,8033,41244.617378
20.0,7041,41469.822455
19.0,7010,41703.343197
21.0,6770,41895.345545
11.0,8897,42196.720929
15.0,8145,42461.939322
21.0,6527,42655.690886
20.0,6932,42889.535151
20.0,7019,43117.990032
20.0,6648,43320.170468
12.0,9623,43639.146459
17.0,7813,43877.581679
21.0,6547,44109.558206
21.0,6547,44304.411896
20.0,6879,44539.882185
18.0,7308,44765.039302
21.0,6547,44963.200844
19.0,7424,45221.672669
21.0,6545,45423.207213
21.0,6530,45614.800598
21.0,6547,45843.026437
20.0,7044,46046.15989
20.0,7282,46300.367904
16.0,7673,46535.783166
21.0,6553,46731.148024
20.0,6667,46965.216681
19.0,7268,47191.05887
20.0,6667,47393.550067
20.0,6904,47618.800692
15.0,9069,47920.754168
20.0,6888,48157.366038
21.0,6553,48352.71702
13.0,9843,48681.923877
17.0,7547,48916.51126
14.0,7964,49177.275108
10.0,9498,49478.965187
20.0,6667,49715.162906
17.0,8084,49944.508743
20.0,6927,50184.341026
16.0,8067,50444.072047
20.0,6648,50680.699307
11.0,8562,50952.32247
20.0,6927,51179.08424
18.0,7396,51415.056249
20.0,7167,51638.330263
11.0,8231,51901.416599
11.0,9294,52198.720375
14.0,8947,52488.823266
20.0,7027,52691.231599
18.0,7769,52959.565182
3.0,12253,53359.246766
20.0,6927,53586.316262
15.0,9069,53860.150099
20.0,6667,54094.231275
14.0,9561,54396.381434
20.0,7227,54631.078735
20.0,7001,54855.496846
21.0,6769,55085.063926
20.0,7167,55311.624537
21.0,6613,55511.048857
20.0,7475,55743.565399
21.0,6615,55968.441695
21.0,6527,56174.687378
12.0,9097,56467.972
21.0,6617,56673.042393
20.0,7039,56901.175121
20.0,6781,57133.097693
20.0,7041,57358.26839
17.0,8081,57628.237115
21.0,6527,57832.439123
19.0,7254,58059.24954
21.0,6527,58262.796313
21.0,6778,58486.797847
18.0,7445,58720.154281
19.0,7425,58980.870124
19.0,7763,59214.595215
21.0,6645,59448.923584
20.0,6828,59646.034625
14.0,8196,59916.325785
20.0,7001,60145.82905
15.0,9372,60443.940888
21.0,6527,60651.620159
21.0,6527,60880.248249
21.0,6527,61084.212024
19.0,7378,61311.817518
19.0,7253,61550.143313
20.0,7415,61810.621566
20.0,6779,62016.731313
20.0,6648,62252.90249
21.0,6527,62447.451605
21.0,6527,62651.942452
19.0,7547,62912.396678
20.0,6648,63116.473918
2.0,12695,63550.014294
20.0,6779,63749.065282
21.0,6527,63951.975188
20.0,6667,64184.00144
20.0,7002,64416.434793
14.0,9423,64713.043197
21.0,6527,64907.024121
21.0,6527,65140.197128
20.0,7043,65363.147426
18.0,7021,65565.767598
19.0,7621,65826.460989
21.0,6527,66026.786323
21.0,6527,66218.871499
18.0,7283,66484.545136
18.0,7225,66716.997415
20.0,6927,66909.927279
20.0,6828,67141.453359
18.0,7389,67365.24166
21.0,6527,67599.082742
20.0,6888,67797.685894
20.0,7041,68032.978909
20.0,7287,68259.835506
20.0,7039,68494.681851
19.0,7140,68729.437612
19.0,7385,69975.441441
19.0,7531,70235.651408
21.0,6527,70425.158244
21.0,6527,70624.321324
20.0,6828,70844.921943
20.0,6888,71072.647508
21.0,6527,71268.34061
20.0,7415,71498.07797
21.0,6787,71728.07304
20.0,6648,71922.174303
17.0,7925,72182.217495
20.0,6929,72405.722171
16.0,9364,72700.431792
21.0,6527,72895.903523
21.0,6527,73113.411475
21.0,6527,73311.597883
21.0,6527,73500.477239
20.0,7415,73726.957868
21.0,6527,73949.949257
20.0,7415,74209.766706
21.0,6527,74401.378931
19.0,7455,74665.059443
19.0,7907,74898.136558
21.0,6527,75118.95008
21.0,6787,75319.58995
18.0,7761,75573.149963
16.0,8642,75832.379537
19.0,7629,76091.327139
21.0,7035,76313.502432
20.0,6888,76514.192263
21.0,6527,76736.32937
21.0,6787,76936.685726
21.0,6545,77156.714996
21.0,6527,77358.759041
20.0,7409,77581.049107
21.0,6527,77779.585979
18.0,7465,78034.049468
21.0,6527,78234.064486
21.0,6545,78428.825492
21.0,6527,78662.543396
21.0,6527,78864.518873
19.0,7621,79114.663003
21.0,6527,79313.506205
19.0,8039,79564.347129
21.0,6527,79765.531555
21.0,6527,79960.400151
21.0,6527,80189.251484
21.0,6527,80380.64462
20.0,7309,80617.443503
20.0,7415,80880.471035
20.0,7415,81106.0767
