#{"t_start": 1738855629.738844, "env_id": "PongNoFrameskip-v4"}
r,l,t
19.0,7051,66813.355893
20.0,7409,67068.767337
19.0,7805,67301.817346
21.0,6787,67534.287028
12.0,9973,67831.027561
20.0,7041,68066.624651
19.0,7253,68300.821658
21.0,6527,68526.311459
19.0,7385,69743.690816
20.0,6888,70006.030849
18.0,7284,70236.083217
19.0,7381,70457.287086
20.0,7169,70688.080436
21.0,6787,70907.91977
20.0,7169,71106.850908
20.0,6927,71340.10699
17.0,7923,71593.405861
19.0,7659,71824.668547
20.0,7169,72049.056309
20.0,6888,72276.489144
19.0,7448,72510.318473
21.0,6527,72732.203974
21.0,6527,72926.421877
20.0,7415,73146.797844
13.0,8677,73437.213644
20.0,6888,73624.952194
21.0,6787,73853.4559
21.0,6527,74056.828074
20.0,7167,74306.030458
20.0,7039,74538.389855
17.0,7660,74793.710176
20.0,7415,75026.926865
21.0,6787,75216.859657
20.0,6888,75448.297126
21.0,6787,75667.076673
20.0,6888,75894.449989
20.0,6888,76092.228642
21.0,6527,76313.666652
17.0,7603,76545.489568
21.0,6787,76768.360222
21.0,6787,76968.209579
18.0,7702,77220.696287
21.0,6530,77422.322778
21.0,6787,77643.280544
20.0,7409,77875.095813
21.0,6787,78075.284459
21.0,6527,78298.426681
20.0,6888,78532.896171
20.0,7001,78727.182196
21.0,6530,78959.788695
20.0,7409,79178.303944
16.0,8379,79439.996091
20.0,6888,79667.971585
19.0,7621,79896.585478
20.0,6888,80125.932378
20.0,6888,80347.86764
6.0,13122,80747.537896
21.0,6527,80977.945259
21.0,6527,81171.610375
