#{"t_start": 1738855629.67709, "env_id": "PongNoFrameskip-v4"}
r,l,t
15.0,8121,37811.927615
-9.0,8751,38072.971952
16.0,8170,38331.324639
19.0,7051,38562.784801
16.0,7786,38833.100572
-12.0,8477,39093.796529
21.0,6527,39296.97105
17.0,7443,39555.573473
14.0,8692,39825.125154
21.0,6770,40058.548475
14.0,8248,40313.327846
19.0,7251,40552.434767
19.0,7032,40778.618563
17.0,7628,41010.712744
19.0,7973,41276.128066
21.0,6547,41470.254663
17.0,7447,41704.433642
21.0,6548,41927.34315
21.0,6547,42130.766447
20.0,6907,42358.286525
21.0,6527,42560.712329
19.0,7304,42785.48648
20.0,7044,43020.646246
18.0,7266,43256.206123
15.0,8758,43542.476388
3.0,11288,43908.89747
12.0,8996,44207.374284
8.0,11148,44541.049603
21.0,6527,44765.002762
16.0,7980,45027.292953
20.0,7024,45223.150545
16.0,7813,45486.835055
19.0,7050,45716.328657
21.0,6530,45908.598573
13.0,8287,46174.060502
18.0,7591,46429.985828
21.0,6547,46633.00195
21.0,6547,46827.957947
20.0,6648,47062.069551
8.0,13753,47489.547362
5.0,11373,47856.947186
20.0,6927,48093.405125
18.0,7219,48319.867277
9.0,10933,48682.336067
16.0,9000,48981.272631
21.0,6787,49178.054367
11.0,8579,49478.359221
20.0,6667,49675.647203
19.0,7316,49911.724968
11.0,10569,50249.774322
20.0,6648,50475.784354
16.0,8032,50746.343765
14.0,8948,51018.126362
19.0,7656,51276.472338
19.0,7141,51510.550115
20.0,6907,51741.351085
20.0,6667,51934.036139
20.0,6667,52165.304221
19.0,7030,52361.391478
-18.0,7111,52595.361505
18.0,8769,52885.1005
20.0,7169,53121.936903
20.0,7173,53359.253049
20.0,7173,53586.725799
19.0,7629,53827.325247
2.0,13740,54300.566586
14.0,7983,54525.753453
20.0,6827,54759.314875
9.0,11355,55118.807333
20.0,6907,55343.763052
21.0,6769,55543.605985
21.0,6527,55775.595934
21.0,6769,55969.390512
17.0,7849,56239.457987
19.0,8635,56501.408365
20.0,7583,56770.912095
20.0,6760,56973.073708
20.0,7039,57198.392504
19.0,7501,57463.179273
21.0,6527,57660.732547
21.0,6787,57865.516818
20.0,6760,58091.8296
20.0,6927,58325.963031
21.0,6778,58519.488439
19.0,6939,58752.710385
21.0,6771,58981.37916
21.0,6527,59183.052839
19.0,7659,59449.122813
20.0,7001,59646.486689
18.0,7171,59884.517647
19.0,7659,60145.779861
14.0,9667,60444.343213
19.0,7370,60685.263236
21.0,6527,60913.68851
19.0,7605,61147.963567
19.0,6882,61377.372155
20.0,6927,61614.43868
21.0,6527,61811.447107
20.0,7001,62048.963389
19.0,6994,62285.773305
19.0,6994,62480.629151
19.0,6994,62717.046109
18.0,7745,62977.916802
20.0,7039,63214.933413
10.0,10103,63519.476718
20.0,7002,63749.491366
18.0,7582,64015.946173
20.0,7039,64247.399563
21.0,6527,64448.709011
20.0,7409,64681.718958
21.0,6527,64875.162957
19.0,7378,65140.280036
20.0,7043,65332.893664
20.0,7001,65565.828402
20.0,7001,65794.384833
21.0,6527,65994.804584
-20.0,3815,66122.580632
20.0,7169,66356.326523
20.0,6927,66581.482522
18.0,7225,66812.796821
21.0,6547,67005.217732
20.0,6888,67237.700341
19.0,7428,67462.476143
21.0,6527,67697.817848
21.0,6625,67903.272369
20.0,6888,68130.316443
20.0,7001,68365.039373
19.0,7625,68592.042341
20.0,6667,69773.601248
20.0,6888,70037.94604
18.0,7410,70268.061148
19.0,7385,70529.752544
20.0,7169,70749.790433
19.0,7381,70978.533963
20.0,7407,71204.943665
19.0,7381,71435.333854
21.0,6527,71625.642673
17.0,7813,71887.313197
20.0,6667,72119.211607
18.0,7392,72341.994602
20.0,6888,72542.557687
17.0,7776,72795.097532
18.0,7393,73020.047044
19.0,7659,73271.78867
20.0,6888,73469.947845
21.0,6527,73694.456569
18.0,7757,73918.112802
20.0,7409,74178.705218
16.0,8379,74464.372779
21.0,6530,74665.771912
20.0,7167,74897.709166
21.0,7011,75119.286007
21.0,6527,75319.552914
21.0,6787,75541.747266
20.0,7001,75769.411186
18.0,7603,75990.002183
21.0,6527,76187.755074
21.0,6787,76409.860045
20.0,7039,76641.008664
20.0,7407,76873.147512
21.0,6527,77062.998846
18.0,7873,77326.64382
21.0,6787,77549.126856
21.0,6787,77748.470468
21.0,6527,77970.544085
21.0,6527,78170.108612
21.0,6527,78364.241537
20.0,7415,78629.818882
20.0,7001,78824.70388
21.0,6527,79052.415076
20.0,7417,79282.275997
21.0,6527,79471.71539
21.0,6545,79699.887718
21.0,6787,79896.641173
21.0,7011,80126.174008
20.0,7415,80348.891603
21.0,6527,80583.874026
16.0,8379,80848.76227
21.0,6527,81042.913568
21.0,6527,81245.199024
