#{"t_start": 1738855629.768748, "env_id": "PongNoFrameskip-v4"}
r,l,t
10.0,10713,26966.005724
21.0,6547,27165.857812
20.0,6648,27387.197401
20.0,6648,27587.406914
20.0,6667,27779.238831
11.0,9220,28076.054258
18.0,8045,28339.472883
6.0,10787,28687.221517
9.0,9240,28984.902835
16.0,8030,29253.138625
14.0,9358,29547.074112
13.0,8546,29815.591655
11.0,8719,30114.320945
9.0,9329,30417.049222
18.0,7447,30646.51233
20.0,6915,30892.809381
20.0,6915,31084.492519
21.0,6783,31315.636409
13.0,8631,31576.892547
19.0,7279,31802.160207
12.0,7901,32065.654222
19.0,7287,32288.925615
20.0,7136,32523.343268
21.0,6787,32748.23608
17.0,8967,33017.496514
20.0,6888,33254.924351
6.0,10036,33584.984002
12.0,9702,33871.220886
20.0,7409,34133.315154
16.0,7699,34359.188117
12.0,9648,34693.29078
7.0,9245,34993.99621
-11.0,10423,35326.246482
12.0,9708,35624.048603
20.0,7281,35853.833688
6.0,10323,36187.870856
16.0,7966,36459.117335
11.0,10168,36782.714104
19.0,7533,37020.054614
20.0,6648,37255.535902
17.0,7907,37480.025094
17.0,7998,37748.705734
20.0,7604,38000.227968
17.0,7544,38234.073961
18.0,7488,38467.962197
21.0,6527,38691.992072
8.0,9981,38997.450498
4.0,11337,39362.88225
7.0,10825,39726.751084
-18.0,6905,39952.465075
21.0,6547,40156.110217
20.0,6667,40378.493717
20.0,6648,40586.106572
18.0,7542,40811.054505
9.0,10992,41171.233325
16.0,7900,41437.515953
20.0,6927,41670.904888
20.0,7113,41894.108589
19.0,7047,42099.171319
21.0,6527,42326.301976
6.0,10296,42654.9422
20.0,6932,42888.737765
20.0,6907,43086.043376
20.0,6648,43319.164592
13.0,8353,43574.458644
20.0,6648,43781.015662
4.0,10764,44142.079991
20.0,6672,44336.690712
13.0,9365,44638.111124
20.0,6648,44867.83697
20.0,6648,45061.008735
21.0,6545,45293.576539
20.0,6925,45487.482106
21.0,6530,45716.180406
18.0,7490,45940.51212
14.0,8892,46236.350959
21.0,6547,46430.624371
21.0,6553,46664.413978
19.0,7140,46868.58449
-19.0,8284,47158.061356
20.0,6667,47360.658103
20.0,7166,47586.135954
20.0,6648,47792.548113
20.0,6888,48019.982646
17.0,7780,48286.708028
20.0,6667,48487.896919
9.0,10416,48812.490707
7.0,10104,49145.321485
5.0,10222,49479.229782
21.0,6545,49715.223802
-21.0,3205,49812.614989
20.0,6648,50009.783581
20.0,6648,50248.436045
18.0,7653,50475.977244
20.0,6648,50713.920516
20.0,6667,50920.044464
3.0,11411,51276.820444
16.0,7819,51542.44194
18.0,7516,51773.717691
11.0,9119,52059.017147
18.0,7394,52295.431439
8.0,10812,52657.965797
20.0,7032,52884.555241
19.0,8241,53153.175543
16.0,7733,53392.47742
20.0,7027,53619.382407
7.0,11739,53995.296019
13.0,9575,54332.115486
20.0,6927,54525.733423
18.0,7517,54791.07119
20.0,6648,54991.934239
21.0,6527,55217.390163
19.0,7377,55446.70167
21.0,6527,55638.377341
20.0,6929,55872.197821
18.0,7413,56098.760501
18.0,7769,56368.971803
20.0,6779,56575.586443
21.0,6527,56804.316784
21.0,6527,57004.311779
21.0,6527,57198.370426
20.0,7041,57432.030602
20.0,7001,57660.709783
21.0,6527,57865.096912
20.0,6996,58091.788036
19.0,7497,58326.770534
10.0,9755,58654.113697
16.0,8287,58916.978504
19.0,7033,59150.144017
19.0,7254,59376.070109
18.0,7134,59613.588044
18.0,7642,59851.185271
21.0,6771,60080.327978
20.0,6907,60317.781167
20.0,6779,60511.458703
21.0,6527,60747.983696
19.0,6994,60946.550603
19.0,7553,61212.841209
14.0,8123,61484.452729
19.0,6994,61681.184767
18.0,7147,61918.318117
20.0,6779,62147.004654
20.0,7039,62381.68654
20.0,7224,62610.070504
20.0,7001,62845.044721
19.0,7373,63082.30341
10.0,9691,63381.327379
20.0,6888,63615.691511
20.0,7169,63845.85493
19.0,7378,64082.18016
19.0,7378,64321.296028
-3.0,8729,64609.35392
20.0,6888,64841.47589
17.0,7908,65076.313129
20.0,7001,65300.182441
18.0,7613,65533.469277
20.0,7167,65761.683544
19.0,7051,65994.427333
20.0,6760,66218.009817
19.0,6993,66452.825395
20.0,7041,66676.220209
18.0,7244,66908.83106
20.0,6667,67109.797293
20.0,7417,67333.32645
20.0,6927,67567.532688
21.0,6527,67765.928677
21.0,6527,67999.421835
20.0,7172,68226.909
20.0,6888,68430.969978
20.0,6888,68662.191071
20.0,6667,69912.714617
21.0,6527,70099.936147
18.0,7580,70330.623293
19.0,6900,70562.040922
20.0,6888,70780.951302
21.0,6787,70979.479842
20.0,6888,71205.130799
21.0,6625,71434.425078
18.0,7333,71656.017712
21.0,6787,71855.914885
20.0,6828,72080.218773
19.0,7051,72309.198882
18.0,7224,72541.580564
21.0,6527,72732.95056
21.0,6527,72957.517958
21.0,6527,73146.204625
20.0,6888,73374.747656
20.0,7169,73592.603408
21.0,6527,73789.72107
19.0,7661,74015.226192
20.0,6929,74273.970321
21.0,6527,74505.088948
20.0,7001,74698.266554
20.0,7415,74962.02431
21.0,7035,75151.146921
21.0,7035,75387.575436
20.0,7039,75605.451157
15.0,8665,75894.425668
20.0,6888,76092.231361
21.0,6787,76314.054015
21.0,6787,76514.597586
17.0,7630,76768.791747
21.0,6527,76968.273348
21.0,6527,77188.815396
21.0,6787,77390.835176
21.0,6787,77611.640091
21.0,6527,77811.199908
21.0,7035,78034.513728
21.0,6527,78234.531202
21.0,6527,78468.598996
21.0,6527,78663.037288
20.0,7415,78896.891205
19.0,7621,79145.925251
21.0,6527,79345.483631
21.0,6527,79533.673742
20.0,6784,79765.474512
21.0,6527,79960.324014
18.0,7761,80221.076603
20.0,7417,80453.732339
21.0,6527,80681.390763
21.0,6787,80881.443635
20.0,6888,81106.250388
