#{"t_start": 1738855629.798444, "env_id": "PongNoFrameskip-v4"}
r,l,t
19.0,7306,42358.847054
21.0,6527,42591.584121
6.0,12316,42986.640686
16.0,7878,43215.484421
21.0,6527,43446.497703
20.0,6907,43647.910913
20.0,6932,43877.24441
21.0,6527,44078.278023
21.0,6547,44304.073287
18.0,7240,44540.104678
19.0,7661,44765.806203
21.0,6597,44995.066035
16.0,7749,45222.984112
21.0,6547,45454.231942
21.0,6530,45646.3246
21.0,6547,45844.341628
17.0,7286,46108.851987
20.0,7282,46332.971434
2.0,11183,46665.927721
11.0,9748,46998.658982
-21.0,11712,47361.309306
20.0,6888,47586.374573
13.0,9097,47888.393601
17.0,7982,48157.487688
19.0,7028,48384.663229
16.0,8557,48650.260477
19.0,7053,48883.485024
18.0,7682,49112.84428
15.0,9277,49414.822878
20.0,7004,49642.532103
17.0,7828,49911.048701
15.0,8921,50184.905572
12.0,9082,50476.359954
-11.0,6814,50714.55279
13.0,8603,50985.313468
19.0,7122,51212.280293
19.0,7029,51446.698884
20.0,6927,51671.522972
20.0,6667,51869.865833
19.0,7578,52132.604071
20.0,7027,52359.961304
12.0,9262,52657.71264
16.0,8223,52917.530269
20.0,7173,53153.117935
19.0,7261,53391.669303
19.0,7067,53587.752611
2.0,12489,54027.497287
17.0,8767,54301.353371
21.0,7015,54525.032975
20.0,6648,54727.568627
19.0,7253,54990.903516
21.0,6527,55186.209352
18.0,7490,55415.501651
19.0,7100,55638.369276
21.0,6787,55871.994619
19.0,7802,56099.173944
21.0,6597,56336.429805
21.0,6785,56534.576779
20.0,7043,56771.484018
19.0,7869,57037.122329
21.0,6527,57229.554853
20.0,6648,57463.355725
21.0,6527,57660.934745
17.0,7470,57897.504702
17.0,7878,58156.628684
20.0,7289,58390.269176
9.0,10661,58751.567379
21.0,6785,58949.777045
17.0,7954,59214.288833
20.0,7041,59449.224992
20.0,6888,59646.388386
19.0,7663,59915.888931
16.0,8336,60178.510231
17.0,8048,60443.557171
17.0,7539,60684.730605
20.0,7041,60913.918524
18.0,7634,61148.233164
9.0,8907,61452.419499
21.0,6527,61648.07678
20.0,7309,61917.092674
19.0,6994,62115.078385
20.0,6760,62349.755869
21.0,6527,62544.491864
11.0,9618,62878.949083
18.0,7973,63116.991366
20.0,7039,63349.322473
19.0,7239,63583.609316
20.0,6888,63813.668781
19.0,7378,64049.270729
20.0,6779,64288.441378
20.0,7002,64511.864241
20.0,6760,64713.514827
20.0,6760,64938.333296
21.0,6527,65140.970243
16.0,7579,65395.469221
20.0,6888,65598.61908
20.0,7167,65827.254356
20.0,6927,66059.020923
20.0,7001,66290.93294
20.0,6888,66516.647753
20.0,6888,66718.048661
19.0,7551,66972.426865
20.0,6888,67174.393744
19.0,7549,67429.233234
20.0,6888,67633.368001
20.0,7001,67862.635055
20.0,7039,68098.481274
21.0,6527,68300.815952
18.0,7152,68527.180557
20.0,6929,69743.861182
21.0,6787,70006.061508
14.0,9020,70268.121563
20.0,7169,70498.706156
19.0,7381,70749.861915
21.0,6787,70948.422443
20.0,7039,71171.986503
21.0,6787,71403.359191
21.0,6787,71593.906086
20.0,6828,71823.956741
20.0,6888,72047.93586
21.0,6527,72244.561595
21.0,6787,72469.273584
21.0,6527,72668.299196
19.0,6922,72895.343673
20.0,7289,73113.948646
18.0,7337,73343.264212
21.0,6527,73532.095425
21.0,6527,73757.418444
20.0,7417,73982.888562
21.0,6527,74210.156295
19.0,8035,74464.88576
21.0,6527,74666.314277
21.0,6527,74897.323759
11.0,9436,75183.331133
19.0,7140,75417.33556
21.0,6787,75635.578078
20.0,7415,75863.012298
20.0,6888,76061.713814
19.0,7780,76314.351101
21.0,6527,76514.492663
21.0,6527,76736.64113
21.0,6527,76936.578237
21.0,6787,77156.977265
20.0,7409,77390.360392
21.0,6527,77581.309689
21.0,6527,77810.353158
20.0,7039,78002.951551
21.0,6527,78233.722561
20.0,6888,78468.303853
21.0,6527,78662.735025
20.0,7173,78896.231229
20.0,6888,79114.732309
20.0,6888,79314.099004
20.0,7415,79533.767803
18.0,7597,79798.124811
21.0,6527,79992.261492
21.0,6527,80220.578069
21.0,6527,80412.957175
21.0,6527,80617.474784
20.0,6888,80848.983831
21.0,6527,81043.154772
